SeqVars,N,Run,Solver,Policy,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars,TabulationTime,SolverSolveTime,SolverSolutionsFound,SolverSetupTime
4,12,5,cadmdd,notab,0.0,0.08,5924.0,0.0,0.341,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,1,minicon,tab,,1.39477,,0.0,1.439,1.0,0.0,0.0,47.0,,0.757,0.009182,5.0,0.121839
4,10,3,cadical,notab,0.0,0.02,3752.0,0.0,0.349,1.0,0.0,0.0,2589.0,732.0,,,,
4,10,4,minicon,notab,,0.065829,,0.0,0.107,1.0,0.0,0.0,10489.0,,,0.065064,5.0,0.000448
4,12,5,cadical,tab,0.0,4.01,2245576.0,0.0,3.709,1.0,0.0,0.0,154.0,449136.0,1.802,,,
4,10,5,cadmdd,tab,0.0,0.64,628844.0,0.0,2.085,1.0,0.0,0.0,571.0,670.0,0.979,,,
4,12,2,minion,notab,,0.284569,,0.0,0.117,1.0,0.0,0.0,45720.0,,,0.284018,6.0,0.0
4,10,5,minion,notab,,0.038366,,0.0,0.107,1.0,0.0,0.0,6242.0,,,0.038029,5.0,0.000189
4,12,5,minicon,tab,,4.01487,,0.0,2.634,1.0,0.0,0.0,57.0,,1.615,0.010856,6.0,0.349504
4,12,1,cadical,notab,0.0,0.09,5924.0,0.0,0.363,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,5,chuffed,tab,,0.3,,0.0,0.914,1.0,0.0,0.0,60.0,,0.581,,,
4,10,2,cadical,notab,0.0,0.02,3752.0,0.0,0.39,1.0,0.0,0.0,2589.0,732.0,,,,
4,12,4,cadical,tab,0.0,3.7600000000000002,2245576.0,0.0,3.057,1.0,0.0,0.0,154.0,449136.0,1.555,,,
4,12,5,cadmdd,tab,0.0,1.84,1743208.0,0.0,3.618,1.0,0.0,0.0,1528.0,1092.0,1.474,,,
4,10,3,cadical,tab,0.0,1.26,772809.0,0.0,1.998,1.0,0.0,0.0,19.0,154600.0,0.675,,,
4,10,2,gecode,notab,,0.103,,0.0,0.128,1.0,0.0,0.0,5944.0,,,,,
4,10,5,gecode,notab,,0.103,,0.0,0.115,1.0,0.0,0.0,5944.0,,,,,
4,12,3,cadical,notab,0.0,0.09,5924.0,0.0,0.414,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,3,chuffed,tab,,0.275,,0.0,1.063,1.0,0.0,0.0,60.0,,0.654,,,
4,12,5,chuffed,tab,,0.772,,0.0,2.318,1.0,0.0,0.0,69.0,,1.569,,,
4,10,3,gecode,notab,,0.091,,0.0,0.119,1.0,0.0,0.0,5944.0,,,,,
4,10,2,chuffed,tab,,0.277,,0.0,1.168,1.0,0.0,0.0,60.0,,0.724,,,
4,10,5,cadical,notab,0.0,0.02,3752.0,0.0,0.302,1.0,0.0,0.0,2589.0,732.0,,,,
4,10,1,minion,notab,,0.035714,,0.0,0.102,1.0,0.0,0.0,6242.0,,,0.034507,5.0,0.000389
4,12,1,gecode,notab,,0.307,,0.0,0.126,1.0,0.0,0.0,44094.0,,,,,
4,10,4,minicon,tab,,1.54773,,0.0,1.378,1.0,0.0,0.0,47.0,,0.634,0.006825,5.0,0.110787
4,10,1,minicon,notab,,0.057826,,0.0,0.102,1.0,0.0,0.0,10489.0,,,0.057827,5.0,0.0
4,12,4,minion,tab,,3.39019,,0.0,2.326,1.0,0.0,0.0,67.0,,1.495,0.015961,6.0,0.2992
4,10,1,minion,tab,,1.17587,,0.0,1.018,1.0,0.0,0.0,51.0,,0.565,0.007547,5.0,0.090734
4,12,4,cadmdd,tab,0.0,1.9,1743208.0,0.0,3.907,1.0,0.0,0.0,1528.0,1092.0,1.576,,,
4,12,2,chuffed,notab,,0.271,,0.0,0.166,1.0,0.0,0.0,2681.0,,,,,
4,12,5,minicon,notab,,0.550412,,0.0,0.114,1.0,0.0,0.0,84558.0,,,0.548824,6.0,0.000483
4,10,4,gecode,notab,,0.199,,0.0,0.121,1.0,0.0,0.0,5944.0,,,,,
4,10,5,gecode,tab,,0.224,,0.0,0.971,1.0,0.0,0.0,79.0,,0.547,,,
4,12,4,minicon,notab,,0.496475,,0.0,0.108,1.0,0.0,0.0,84558.0,,,0.496478,6.0,0.0
4,12,4,minion,notab,,0.261027,,0.0,0.094,1.0,0.0,0.0,45720.0,,,0.260437,6.0,0.0
4,12,1,minion,tab,,3.38011,,0.0,2.454,1.0,0.0,0.0,67.0,,1.546,0.015113,6.0,0.322409
4,12,2,chuffed,tab,,0.621,,0.0,1.806,1.0,0.0,0.0,69.0,,1.335,,,
4,12,2,cadical,notab,0.0,0.09,5924.0,0.0,0.392,1.0,0.0,0.0,10865.0,990.0,,,,
4,12,5,gecode,notab,,0.306,,0.0,0.164,1.0,0.0,0.0,44094.0,,,,,
4,10,1,cadical,notab,0.0,0.01,3752.0,0.0,0.308,1.0,0.0,0.0,2589.0,732.0,,,,
4,12,5,gecode,tab,,0.723,,0.0,2.313,1.0,0.0,0.0,110.0,,1.689,,,
4,12,2,minicon,tab,,3.49343,,0.0,2.474,1.0,0.0,0.0,57.0,,1.546,0.009231,6.0,0.322027
4,12,4,gecode,tab,,0.636,,0.0,2.003,1.0,0.0,0.0,110.0,,1.397,,,
4,12,3,chuffed,notab,,0.257,,0.0,0.212,1.0,0.0,0.0,2681.0,,,,,
4,12,2,gecode,tab,,0.707,,0.0,2.167,1.0,0.0,0.0,110.0,,1.538,,,
4,10,3,gecode,tab,,0.25,,0.0,1.086,1.0,0.0,0.0,79.0,,0.656,,,
4,12,1,minicon,notab,,0.524802,,0.0,0.103,1.0,0.0,0.0,84558.0,,,0.524262,6.0,0.0
4,10,4,minion,tab,,1.56654,,0.0,1.369,1.0,0.0,0.0,51.0,,0.688,0.009397,5.0,0.122746
4,12,5,cadical,notab,0.0,0.09,5924.0,0.0,0.416,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,2,chuffed,notab,,0.038,,0.0,0.176,1.0,0.0,0.0,349.0,,,,,
4,12,4,cadical,notab,0.0,0.08,5924.0,0.0,0.402,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,1,cadical,tab,0.0,1.1600000000000001,772809.0,0.0,1.723,1.0,0.0,0.0,19.0,154600.0,0.612,,,
4,10,5,cadical,tab,0.0,1.1,772809.0,0.0,1.718,1.0,0.0,0.0,19.0,154600.0,0.666,,,
4,10,5,minicon,notab,,0.065611,,0.0,0.097,1.0,0.0,0.0,10489.0,,,0.065613,5.0,0.0
4,12,3,gecode,notab,,0.835,,0.0,0.144,1.0,0.0,0.0,44094.0,,,,,
4,12,2,gecode,notab,,0.314,,0.0,0.124,1.0,0.0,0.0,44094.0,,,,,
4,12,3,gecode,tab,,0.699,,0.0,2.283,1.0,0.0,0.0,110.0,,1.686,,,
4,10,3,cadmdd,tab,0.0,0.74,628844.0,0.0,2.012,1.0,0.0,0.0,571.0,670.0,0.748,,,
4,12,3,chuffed,tab,,0.683,,0.0,1.993,1.0,0.0,0.0,69.0,,1.468,,,
4,12,1,chuffed,notab,,0.282,,0.0,0.222,1.0,0.0,0.0,2681.0,,,,,
4,12,5,minion,notab,,0.296462,,0.0,0.105,1.0,0.0,0.0,45720.0,,,0.29492,6.0,0.000462
4,12,2,cadmdd,tab,0.0,1.76,1743208.0,0.0,3.504,1.0,0.0,0.0,1528.0,1092.0,1.541,,,
4,10,3,cadmdd,notab,0.0,0.03,3752.0,0.0,0.341,1.0,0.0,0.0,2589.0,732.0,,,,
4,10,2,gecode,tab,,0.27,,0.0,1.148,1.0,0.0,0.0,79.0,,0.653,,,
4,10,4,cadical,tab,0.0,1.34,772809.0,0.0,2.328,1.0,0.0,0.0,19.0,154600.0,0.804,,,
4,10,2,cadical,tab,0.0,1.33,772809.0,0.0,2.497,1.0,0.0,0.0,19.0,154600.0,0.858,,,
4,12,3,minion,tab,,3.92147,,0.0,2.424,1.0,0.0,0.0,67.0,,1.639,0.020065,6.0,0.348101
4,10,3,chuffed,notab,,0.028,,0.0,0.166,1.0,0.0,0.0,349.0,,,,,
4,12,2,minicon,notab,,0.537638,,0.0,0.122,1.0,0.0,0.0,84558.0,,,0.53627,6.0,0.000437
4,12,3,minicon,tab,,3.76855,,0.0,2.496,1.0,0.0,0.0,57.0,,1.675,0.011745,6.0,0.335408
4,12,1,chuffed,tab,,0.737,,0.0,2.106,1.0,0.0,0.0,69.0,,1.46,,,
4,12,4,gecode,notab,,0.281,,0.0,0.116,1.0,0.0,0.0,44094.0,,,,,
4,10,3,minion,notab,,0.035226,,0.0,0.129,1.0,0.0,0.0,6242.0,,,0.033938,5.0,0.000424
4,12,5,minion,tab,,4.12032,,0.0,2.633,1.0,0.0,0.0,67.0,,1.672,0.020516,6.0,0.360021
4,10,1,gecode,tab,,0.273,,0.0,0.89,1.0,0.0,0.0,79.0,,0.537,,,
4,12,2,minion,tab,,3.44433,,0.0,2.349,1.0,0.0,0.0,67.0,,1.551,0.017327,6.0,0.315141
4,10,3,minicon,tab,,1.34902,,0.0,1.234,1.0,0.0,0.0,47.0,,0.684,0.005916,5.0,0.107851
4,12,1,minion,notab,,0.280142,,0.0,0.115,1.0,0.0,0.0,45720.0,,,0.279444,6.0,0.00021
4,12,2,cadical,tab,0.0,3.2899999999999996,2245576.0,0.0,3.007,1.0,0.0,0.0,154.0,449136.0,1.574,,,
4,10,3,minion,tab,,1.56103,,0.0,1.246,1.0,0.0,0.0,51.0,,0.644,0.008257,5.0,0.109508
4,10,2,cadmdd,tab,0.0,0.72,628844.0,0.0,2.282,1.0,0.0,0.0,571.0,670.0,0.881,,,
4,12,3,minicon,notab,,0.427256,,0.0,0.105,1.0,0.0,0.0,84558.0,,,0.426919,6.0,0.0
4,10,5,chuffed,notab,,0.023,,0.0,0.167,1.0,0.0,0.0,349.0,,,,,
4,12,3,cadmdd,tab,0.0,1.81,1743208.0,0.0,3.48,1.0,0.0,0.0,1528.0,1092.0,1.41,,,
4,10,2,cadmdd,notab,0.0,0.03,3752.0,0.0,0.365,1.0,0.0,0.0,2589.0,732.0,,,,
4,10,2,minicon,notab,,0.048213,,0.0,0.072,1.0,0.0,0.0,10489.0,,,0.047747,5.0,0.000376
4,12,3,minion,notab,,0.222966,,0.0,0.108,1.0,0.0,0.0,45720.0,,,0.221863,6.0,0.000357
4,12,4,chuffed,notab,,0.379,,0.0,0.173,1.0,0.0,0.0,2681.0,,,,,
4,10,4,chuffed,tab,,0.262,,0.0,1.131,1.0,0.0,0.0,60.0,,0.648,,,
4,12,1,cadical,tab,0.0,3.43,2245576.0,0.0,3.337,1.0,0.0,0.0,154.0,449136.0,1.499,,,
4,10,5,minicon,tab,,1.36378,,0.0,1.268,1.0,0.0,0.0,47.0,,0.665,0.004804,5.0,0.102455
4,10,1,cadmdd,tab,0.0,0.6000000000000001,628844.0,0.0,1.776,1.0,0.0,0.0,571.0,670.0,0.613,,,
4,12,4,minicon,tab,,3.44594,,0.0,2.38,1.0,0.0,0.0,57.0,,1.433,0.010088,6.0,0.298629
4,12,1,gecode,tab,,0.637,,0.0,2.063,1.0,0.0,0.0,110.0,,1.495,,,
4,10,5,cadmdd,notab,0.0,0.02,3752.0,0.0,0.308,1.0,0.0,0.0,2589.0,732.0,,,,
4,10,4,chuffed,notab,,0.041,,0.0,0.158,1.0,0.0,0.0,349.0,,,,,
4,12,5,chuffed,notab,,0.295,,0.0,0.195,1.0,0.0,0.0,2681.0,,,,,
4,10,1,gecode,notab,,0.377,,0.0,0.122,1.0,0.0,0.0,5944.0,,,,,
4,10,2,minion,tab,,1.22277,,0.0,0.966,1.0,0.0,0.0,51.0,,0.493,0.005928,5.0,0.098193
4,10,4,cadmdd,notab,0.0,0.01,3752.0,0.0,0.252,1.0,0.0,0.0,2589.0,732.0,,,,
4,12,3,cadmdd,notab,0.0,0.08,5924.0,0.0,0.314,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,4,cadmdd,tab,0.0,0.7,628844.0,0.0,2.524,1.0,0.0,0.0,571.0,670.0,1.011,,,
4,10,1,cadmdd,notab,0.0,0.02,3752.0,0.0,0.307,1.0,0.0,0.0,2589.0,732.0,,,,
4,12,1,cadmdd,tab,0.0,1.71,1743208.0,0.0,3.747,1.0,0.0,0.0,1528.0,1092.0,1.593,,,
4,10,4,cadical,notab,0.0,0.02,3752.0,0.0,0.331,1.0,0.0,0.0,2589.0,732.0,,,,
4,12,3,cadical,tab,0.0,3.91,2245576.0,0.0,3.287,1.0,0.0,0.0,154.0,449136.0,1.549,,,
4,12,1,cadmdd,notab,0.0,0.09,5924.0,0.0,0.371,1.0,0.0,0.0,10865.0,990.0,,,,
4,10,1,chuffed,notab,,0.032,,0.0,0.153,1.0,0.0,0.0,349.0,,,,,
4,10,5,minion,tab,,1.48474,,0.0,1.261,1.0,0.0,0.0,51.0,,0.672,0.007196,5.0,0.110582
