folder,model,param,run,solver,policy,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime,SolverMemOut,SATClauses,SATVars,SolverFailures
nlink-6,nlink-opt-6,opt.15,2,minion,tab,0.130283,0.045,0,0.12817,0.358,1,0,9242,0,7,0.000535,,,,
nlink-6,nlink-opt-6,opt.12,5,chuffed,notab,0.224,,0,,0.385,1,0,3042,0,,,,,,2891
nlink-6,nlink-opt-6,opt.12,4,kissat,notab,0.04,,0,,0.732,1,0,7467.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.15,3,chuffed,tabnolim,115.012,15.346,0,,42.232,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.12,1,ortools,tab,0.832,0.007,0,,0.294,1,0,,0,,,,,,10
nlink-6,nlink-opt-6,opt.12,4,kissat,tab,0.01,0.007,0,,0.474,1,0,6300.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.15,2,kissmdd,tab,0.22,0.085,0,,0.987,1,0,41218.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.15,3,minion,notab,1.45137,,0,1.45069,0.308,1,0,202125,0,7,0,,,,
nlink-6,nlink-opt-6,opt.12,4,ortools,tabnolim,76.521,4.778,0,,10.258,1,0,,0,,,,,,27
nlink-6,nlink-opt-6,opt.15,4,chuffed,tabnolim,119.724,14.82,0,,41.126,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.12,3,minion,tabnolim,29.9575,3.173,0,0.00296,5.084,1,0,36,0,6,3.79662,,,,
nlink-6,nlink-opt-6,opt.12,2,gecode,tabnolim,19.624,4.052,0,,8.535,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.15,4,minion,notab,1.27016,,0,1.2687,0.209,1,0,202125,0,7,0.000316,,,,
nlink-6,nlink-opt-6,opt.12,5,kissat,tab,0.02,0.007,0,,0.651,1,0,7677.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,3,chuffed,notab,0.215,,0,,1.014,1,0,3042,0,,,,,,2891
nlink-6,nlink-opt-6,opt.12,3,chuffed,tabnolim,32.732,4.991,0,,10.56,1,0,47,0,,,,,,10
nlink-6,nlink-opt-6,opt.12,5,minion,notab,0.176487,,0,0.175675,0.105,1,0,33876,0,6,0,,,,
nlink-6,nlink-opt-6,opt.15,5,kissmdd,notab,0.26,,0,,3.657,1,0,29717.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.15,5,gecode,tabnolim,116.422,15.108,0,,40.946,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.15,4,kissat,notab,0.32,,0,,3.966,1,0,41179.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.15,5,gecode,tab,0.088,0.008,0,,0.232,1,0,18445,0,,,,,,9211
nlink-6,nlink-opt-6,opt.12,3,kissat,tabnolim,78.96,3.206,0,,27.373,1,0,2402.0,0,,,0,125521444,17931732,
nlink-6,nlink-opt-6,opt.12,4,gecode,tab,0.181,0.029,0,,0.405,1,0,4036,0,,,,,,2010
nlink-6,nlink-opt-6,opt.12,2,kissat,tabnolim,86.72999999999999,3.428,0,,31.59,1,0,2402.0,0,,,0,125521444,17931732,
nlink-6,nlink-opt-6,opt.12,3,kissat,notab,0.07,,0,,0.521,1,0,9072.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.15,4,kissat,tab,0.17,0.098,0,,1.19,1,0,27834.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.12,3,minion,tab,0.019881,0.007,0,0.018127,0.222,1,0,2030,0,6,0.000365,,,,
nlink-6,nlink-opt-6,opt.15,2,kissat,notab,0.33,,0,,0.987,1,0,44163.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.15,1,ortools,tab,2.03,0.006,0,,0.318,1,0,,0,,,,,,107
nlink-6,nlink-opt-6,opt.12,5,ortools,notab,3.14,,0,,0.259,1,0,,0,,,,,,1783
nlink-6,nlink-opt-6,opt.15,1,kissmdd,tabnolim,104.54999999999998,17.591,0,,98.234,1,0,12930.0,0,,,0,208835636,6161,
nlink-6,nlink-opt-6,opt.15,4,minion,tabnolim,129.392,17.551,0,0.02228,25.041,1,0,143,0,7,18.8427,,,,
nlink-6,nlink-opt-6,opt.12,2,ortools,tabnolim,80.958,3.638,0,,8.862,1,0,,0,,,,,,27
nlink-6,nlink-opt-6,opt.12,1,chuffed,notab,0.206,,0,,0.872,1,0,3042,0,,,,,,2891
nlink-6,nlink-opt-6,opt.15,3,gecode,notab,2.494,,0,,0.342,1,0,236304,0,,,,,,118143
nlink-6,nlink-opt-6,opt.12,3,gecode,notab,0.262,,0,,0.309,1,0,44094,0,,,,,,22040
nlink-6,nlink-opt-6,opt.15,2,gecode,notab,1.015,,0,,0.197,1,0,236304,0,,,,,,118143
nlink-6,nlink-opt-6,opt.12,3,ortools,tabnolim,71.353,2.851,0,,7.382,1,0,,0,,,,,,27
nlink-6,nlink-opt-6,opt.15,2,kissat,tab,0.26,0.011,0,,0.835,1,0,41218.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.15,5,ortools,tabnolim,350.621,12.394,0,,36.685,1,0,,0,,,,,,146
nlink-6,nlink-opt-6,opt.15,3,kissmdd,tabnolim,101.8,15.229,0,,87.457,1,0,10710.0,0,,,0,208835636,6161,
nlink-6,nlink-opt-6,opt.15,5,kissat,tab,0.28,0.016,0,,0.752,1,0,44057.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.15,2,gecode,tabnolim,70.355,14.3,0,,38.995,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.12,1,kissmdd,tab,0.01,0.03,0,,0.675,1,0,6556.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,3,kissat,tab,0.02,0.008,0,,0.762,1,0,6384.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,5,minion,tab,0.019803,0.015,0,0.01901,0.175,1,0,2030,0,6,0,,,,
nlink-6,nlink-opt-6,opt.12,3,kissmdd,tabnolim,19.46,6.344,0,,22.417,1,0,3200.0,0,,,0,42527494,3012,
nlink-6,nlink-opt-6,opt.15,3,gecode,tab,1.367,0.009,0,,0.378,1,0,18445,0,,,,,,9211
nlink-6,nlink-opt-6,opt.15,5,minion,tabnolim,133.943,13.875,0,0.028307,22.706,1,0,143,0,7,20.9454,,,,
nlink-6,nlink-opt-6,opt.15,3,kissmdd,notab,0.28,,0,,1.063,1,0,39607.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.15,2,kissmdd,tabnolim,105.69,17.797,0,,98.682,1,0,9456.0,0,,,0,208835636,6161,
nlink-6,nlink-opt-6,opt.12,1,minion,tabnolim,29.4708,4.209,0,0.003085,6.325,1,0,36,0,6,3.69787,,,,
nlink-6,nlink-opt-6,opt.12,2,kissat,notab,0.05,,0,,0.641,1,0,8646.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.12,5,kissat,tabnolim,73.35,3.218,0,,28.448,1,0,2402.0,0,,,0,125521444,17931732,
nlink-6,nlink-opt-6,opt.12,4,minion,tabnolim,31.0525,4.064,0,0.002883,6.185,1,0,36,0,6,4.5863,,,,
nlink-6,nlink-opt-6,opt.12,2,kissmdd,notab,0.060000000000000005,,0,,1.301,1,0,8646.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.15,1,minion,tabnolim,129.983,14.13,0,0.024007,21.566,1,0,143,0,7,19.4194,,,,
nlink-6,nlink-opt-6,opt.12,5,minion,tabnolim,30.4621,3.251,0,0.002919,5.084,1,0,36,0,6,4.33263,,,,
nlink-6,nlink-opt-6,opt.12,4,minion,tab,0.018453,0.007,0,0.017091,0.231,1,0,2030,0,6,0.000318,,,,
nlink-6,nlink-opt-6,opt.12,3,ortools,tab,0.617,0.005,0,,0.172,1,0,,0,,,,,,10
nlink-6,nlink-opt-6,opt.12,4,ortools,tab,0.923,0.007,0,,0.331,1,0,,0,,,,,,10
nlink-6,nlink-opt-6,opt.15,5,gecode,notab,1.434,,0,,0.255,1,0,236304,0,,,,,,118143
nlink-6,nlink-opt-6,opt.12,1,kissmdd,notab,0.12,,0,,0.828,1,0,10455.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.12,2,kissmdd,tab,0.01,0.115,0,,2.555,1,0,5453.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,1,gecode,tabnolim,36.436,4.262,0,,8.84,1,0,48,0,,,,,,16
nlink-6,nlink-opt-6,opt.15,3,minion,tab,0.109487,0.007,0,0.107672,0.203,1,0,9242,0,7,0.000354,,,,
nlink-6,nlink-opt-6,opt.15,2,kissmdd,notab,0.35,,0,,3.828,1,0,44163.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.15,4,kissmdd,notab,0.31,,0,,0.787,1,0,41179.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.12,5,chuffed,tabnolim,38.191,6.999,0,,13.488,1,0,47,0,,,,,,10
nlink-6,nlink-opt-6,opt.15,1,kissat,notab,0.25,,0,,0.655,1,0,27183.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.15,1,chuffed,tab,0.022,0.007,0,,0.244,1,0,644,0,,,,,,553
nlink-6,nlink-opt-6,opt.12,2,minion,tabnolim,29.3195,3.211,0,0.002367,5.182,1,0,36,0,6,3.60183,,,,
nlink-6,nlink-opt-6,opt.15,2,chuffed,tabnolim,154.792,27.361,0,,57.186,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.15,2,gecode,tab,0.234,0.015,0,,0.303,1,0,18445,0,,,,,,9211
nlink-6,nlink-opt-6,opt.15,4,ortools,notab,0.382,,0,,0.229,1,0,,0,,,,,,3374
nlink-6,nlink-opt-6,opt.15,5,ortools,notab,0.375,,0,,0.236,1,0,,0,,,,,,3374
nlink-6,nlink-opt-6,opt.12,1,chuffed,tabnolim,28.618,5.575,0,,10.939,1,0,47,0,,,,,,10
nlink-6,nlink-opt-6,opt.12,4,ortools,notab,0.525,,0,,0.723,1,0,,0,,,,,,1783
nlink-6,nlink-opt-6,opt.12,2,minion,tab,0.018238,0.007,0,0.017334,0.215,1,0,2030,0,6,0.000106,,,,
nlink-6,nlink-opt-6,opt.15,2,ortools,notab,0.439,,0,,0.334,1,0,,0,,,,,,3374
nlink-6,nlink-opt-6,opt.15,4,chuffed,tab,0.022,0.039,0,,0.2,1,0,644,0,,,,,,553
nlink-6,nlink-opt-6,opt.12,2,gecode,tab,0.18,0.008,0,,0.374,1,0,4036,0,,,,,,2010
nlink-6,nlink-opt-6,opt.15,3,ortools,tabnolim,348.852,13.153,0,,37.746,1,0,,0,,,,,,146
nlink-6,nlink-opt-6,opt.15,2,chuffed,notab,1.232,,0,,0.453,1,0,9000,0,,,,,,8714
nlink-6,nlink-opt-6,opt.15,1,minion,notab,1.61533,,0,1.61391,0.392,1,0,202125,0,7,0.000219,,,,
nlink-6,nlink-opt-6,opt.12,2,chuffed,notab,0.177,,0,,0.393,1,0,3042,0,,,,,,2891
nlink-6,nlink-opt-6,opt.15,3,kissmdd,tab,0.31,0.022,0,,1.163,1,0,44199.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.15,3,ortools,tab,2.722,0.008,0,,0.263,1,0,,0,,,,,,107
nlink-6,nlink-opt-6,opt.12,1,ortools,notab,0.243,,0,,0.21,1,0,,0,,,,,,1783
nlink-6,nlink-opt-6,opt.12,3,gecode,tabnolim,31.993,4.361,0,,8.433,1,0,48,0,,,,,,16
nlink-6,nlink-opt-6,opt.12,5,kissat,notab,0.08,,0,,0.605,1,0,10494.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.12,3,gecode,tab,0.147,0.017,0,,0.336,1,0,4036,0,,,,,,2010
nlink-6,nlink-opt-6,opt.12,4,kissat,tabnolim,41.86,4.484,0,,26.966,1,0,1759.0,0,,,0,125521444,17931732,
nlink-6,nlink-opt-6,opt.15,5,chuffed,tabnolim,139.9,16.982,0,,44.716,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.12,4,chuffed,tabnolim,24.132,3.23,0,,7.851,1,0,47,0,,,,,,10
nlink-6,nlink-opt-6,opt.12,4,kissmdd,tab,0.02,0.035,0,,0.804,1,0,6300.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.15,1,minion,tab,0.125863,0.036,0,0.125022,0.306,1,0,9242,0,7,0,,,,
nlink-6,nlink-opt-6,opt.12,1,kissat,tab,0.01,0.007,0,,0.712,1,0,6556.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,3,kissmdd,tab,0.02,0.008,0,,0.608,1,0,6384.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,4,chuffed,tab,0.006,0.005,0,,0.154,1,0,290,0,,,,,,239
nlink-6,nlink-opt-6,opt.15,2,ortools,tabnolim,382.658,17.084,0,,44.314,1,0,,0,,,,,,146
nlink-6,nlink-opt-6,opt.15,1,chuffed,tabnolim,121.495,14.594,0,,39.658,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.15,4,gecode,notab,1.024,,0,,0.213,1,0,236304,0,,,,,,118143
nlink-6,nlink-opt-6,opt.12,4,chuffed,notab,0.201,,0,,0.347,1,0,3042,0,,,,,,2891
nlink-6,nlink-opt-6,opt.15,5,chuffed,tab,0.029,0.007,0,,0.34,1,0,644,0,,,,,,553
nlink-6,nlink-opt-6,opt.15,1,kissmdd,tab,0.27,0.036,0,,1.295,1,0,36229.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.12,2,kissat,tab,0.01,0.042,0,,0.516,1,0,5453.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,2,chuffed,tabnolim,23.296,3.0,0,,7.58,1,0,47,0,,,,,,10
nlink-6,nlink-opt-6,opt.15,4,ortools,tabnolim,355.238,15.312,0,,38.071,1,0,,0,,,,,,146
nlink-6,nlink-opt-6,opt.12,3,ortools,notab,0.226,,0,,0.235,1,0,,0,,,,,,1783
nlink-6,nlink-opt-6,opt.15,1,gecode,notab,1.31,,0,,0.517,1,0,236304,0,,,,,,118143
nlink-6,nlink-opt-6,opt.15,1,chuffed,notab,1.342,,0,,0.783,1,0,9000,0,,,,,,8714
nlink-6,nlink-opt-6,opt.12,3,minion,notab,0.174878,,0,0.174333,0.214,1,0,33876,0,6,0,,,,
nlink-6,nlink-opt-6,opt.12,4,gecode,notab,0.308,,0,,0.198,1,0,44094,0,,,,,,22040
nlink-6,nlink-opt-6,opt.12,5,chuffed,tab,0.006,0.005,0,,0.195,1,0,290,0,,,,,,239
nlink-6,nlink-opt-6,opt.15,1,gecode,tab,0.108,0.067,0,,0.31,1,0,18445,0,,,,,,9211
nlink-6,nlink-opt-6,opt.15,3,chuffed,notab,1.241,,0,,0.229,1,0,9000,0,,,,,,8714
nlink-6,nlink-opt-6,opt.15,1,kissat,tab,0.22,0.008,0,,0.664,1,0,36229.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.15,1,ortools,tabnolim,352.818,14.781,0,,40.002,1,0,,0,,,,,,146
nlink-6,nlink-opt-6,opt.15,2,minion,tabnolim,133.178,13.364,0,0.028957,19.462,1,0,143,0,7,21.0398,,,,
nlink-6,nlink-opt-6,opt.12,2,minion,notab,0.191256,,0,0.191259,0.133,1,0,33876,0,6,0,,,,
nlink-6,nlink-opt-6,opt.15,1,kissmdd,notab,0.25,,0,,1.16,1,0,27183.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.12,5,kissmdd,tab,0.02,0.007,0,,0.509,1,0,7677.0,0,,,0,5014,1187,
nlink-6,nlink-opt-6,opt.12,2,ortools,tab,0.81,0.006,0,,0.306,1,0,,0,,,,,,10
nlink-6,nlink-opt-6,opt.12,1,minion,tab,0.018302,0.007,0,0.016999,0.156,1,0,2030,0,6,0.000412,,,,
nlink-6,nlink-opt-6,opt.15,4,kissmdd,tabnolim,111.0,16.794,0,,96.537,1,0,11958.0,0,,,0,208835636,6161,
nlink-6,nlink-opt-6,opt.15,1,ortools,notab,0.527,,0,,0.259,1,0,,0,,,,,,3374
nlink-6,nlink-opt-6,opt.15,4,minion,tab,0.108994,0.007,0,0.108197,0.174,1,0,9242,0,7,0,,,,
nlink-6,nlink-opt-6,opt.12,5,ortools,tab,0.768,0.021,0,,0.336,1,0,,0,,,,,,10
nlink-6,nlink-opt-6,opt.15,3,minion,tabnolim,122.83,11.565,0,0.021058,19.388,1,0,143,0,7,15.0044,,,,
nlink-6,nlink-opt-6,opt.12,1,ortools,tabnolim,110.391,6.134,0,,11.906,1,0,,0,,,,,,27
nlink-6,nlink-opt-6,opt.15,3,kissat,notab,0.27,,0,,1.111,1,0,39607.0,0,,,0,13478,2006,
nlink-6,nlink-opt-6,opt.12,3,kissmdd,notab,0.07,,0,,0.617,1,0,9072.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.12,1,gecode,notab,0.197,,0,,0.212,1,0,44094,0,,,,,,22040
nlink-6,nlink-opt-6,opt.15,3,kissat,tab,0.25,0.007,0,,0.741,1,0,44199.0,0,,,0,8480,1936,
nlink-6,nlink-opt-6,opt.12,4,kissmdd,tabnolim,30.09,7.856,0,,30.562,1,0,3250.0,0,,,0,42527494,3012,
nlink-6,nlink-opt-6,opt.12,5,ortools,tabnolim,70.965,3.24,0,,7.989,1,0,,0,,,,,,27
nlink-6,nlink-opt-6,opt.15,5,ortools,tab,2.093,0.006,0,,0.264,1,0,,0,,,,,,107
nlink-6,nlink-opt-6,opt.12,5,gecode,notab,0.207,,0,,0.225,1,0,44094,0,,,,,,22040
nlink-6,nlink-opt-6,opt.12,1,chuffed,tab,0.007,0.054,0,,0.48,1,0,290,0,,,,,,239
nlink-6,nlink-opt-6,opt.12,5,kissmdd,notab,0.08,,0,,0.547,1,0,10494.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.15,5,minion,tab,0.109729,0.012,0,0.108847,0.212,1,0,9242,0,7,3.2e-05,,,,
nlink-6,nlink-opt-6,opt.15,5,chuffed,notab,1.083,,0,,0.477,1,0,9000,0,,,,,,8714
nlink-6,nlink-opt-6,opt.12,5,gecode,tab,0.171,0.033,0,,0.273,1,0,4036,0,,,,,,2010
nlink-6,nlink-opt-6,opt.15,1,gecode,tabnolim,80.274,14.61,0,,37.75,0,0,0,0,,,,,,0
nlink-6,nlink-opt-6,opt.12,2,kissmdd,tabnolim,18.22,3.326,0,,17.813,1,0,3166.0,0,,,0,42527494,3012,
nlink-6,nlink-opt-6,opt.12,1,gecode,tab,1.555,0.014,0,,0.279,1,0,4036,0,,,,,,2010
nlink-6,nlink-opt-6,opt.12,4,kissmdd,notab,0.060000000000000005,,0,,0.763,1,0,7467.0,0,,,0,7475,1277,
nlink-6,nlink-opt-6,opt.15,3,ortools,notab,0.615,,0,,0.271,1,0,,0,,,,,,3374
nlink-6,nlink-opt-6,opt.12,1,kissat,notab,0.09999999999999999,,0,,0.602,1,0,10455.0,0,,,0,7475,1277,
nlink-2,nlink-opt-2,opt.15,1,minion,tabnolim,0.026098,0.007,0,0.024859,0.237,1,0,2435,0,7,0.00023,,,,
nlink-2,nlink-opt-2,opt.12,5,gecode,notab,0.189,,0,,0.15,1,0,44094,0,,,,,,22040
nlink-2,nlink-opt-2,opt.15,3,minion,tabnolim,0.027863,0.006,0,0.024954,0.148,1,0,2435,0,7,0.000166,,,,
nlink-2,nlink-opt-2,opt.12,2,chuffed,notab,0.139,,0,,0.279,1,0,2341,0,,,,,,2212
nlink-2,nlink-opt-2,opt.15,2,minion,tab,0.026801,0.006,0,0.024453,0.182,1,0,2435,0,7,0.000244,,,,
nlink-2,nlink-opt-2,opt.15,5,kissmdd,tabnolim,0.01,0.032,0,,0.391,1,0,4040.0,0,,,0,8314,633,
nlink-2,nlink-opt-2,opt.15,5,ortools,tabnolim,5.881,0.006,0,,0.192,1,0,,0,,,,,,156
nlink-2,nlink-opt-2,opt.15,3,minion,tab,0.025173,0.006,0,0.023221,0.205,1,0,2435,0,7,0.000129,,,,
nlink-2,nlink-opt-2,opt.12,2,kissat,tabnolim,0.0,0.007,0,,0.326,1,0,207.0,0,,,0,4540,1464,
nlink-2,nlink-opt-2,opt.15,3,gecode,tabnolim,0.131,0.006,0,,0.332,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.15,4,gecode,tabnolim,0.153,0.005,0,,0.218,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.12,3,ortools,notab,0.419,,0,,0.111,1,0,,0,,,,,,2027
nlink-2,nlink-opt-2,opt.12,3,kissat,notab,0.05,,0,,0.236,1,0,7667.0,0,,,0,5091,770,
nlink-2,nlink-opt-2,opt.15,2,gecode,tab,0.111,0.005,0,,0.207,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.12,5,minion,tabnolim,0.006433,0.006,0,0.004682,0.22,1,0,511,0,6,0,,,,
nlink-2,nlink-opt-2,opt.12,3,minion,tab,0.005218,0.005,0,0.004124,0.149,1,0,511,0,6,0.000141,,,,
nlink-2,nlink-opt-2,opt.15,2,chuffed,tab,0.013,0.094,0,,0.407,1,0,383,0,,,,,,285
nlink-2,nlink-opt-2,opt.12,5,kissat,notab,0.06,,0,,0.196,1,0,7348.0,0,,,0,5091,770,
nlink-2,nlink-opt-2,opt.12,2,gecode,notab,0.183,,0,,0.158,1,0,44094,0,,,,,,22040
nlink-2,nlink-opt-2,opt.12,2,minion,tab,0.003945,0.005,0,0.003162,0.114,1,0,511,0,6,0.000188,,,,
nlink-2,nlink-opt-2,opt.12,4,kissmdd,tabnolim,0.0,0.005,0,,0.244,1,0,668.0,0,,,0,4402,420,
nlink-2,nlink-opt-2,opt.12,3,kissmdd,notab,0.06,,0,,0.334,1,0,7667.0,0,,,0,5091,770,
nlink-2,nlink-opt-2,opt.15,5,gecode,tab,0.185,0.006,0,,0.212,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.15,1,chuffed,tab,0.017,0.005,0,,0.281,1,0,383,0,,,,,,285
nlink-2,nlink-opt-2,opt.12,4,gecode,tabnolim,0.018,0.006,0,,0.115,1,0,995,0,,,,,,490
nlink-2,nlink-opt-2,opt.15,1,gecode,tabnolim,0.038,0.005,0,,0.136,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.15,2,minion,tabnolim,0.029589,0.005,0,0.028253,0.237,1,0,2435,0,7,0.000301,,,,
nlink-2,nlink-opt-2,opt.15,1,ortools,tabnolim,5.826,0.006,0,,0.142,1,0,,0,,,,,,156
nlink-2,nlink-opt-2,opt.15,5,chuffed,tab,0.013,0.006,0,,0.231,1,0,383,0,,,,,,285
nlink-2,nlink-opt-2,opt.15,1,kissmdd,notab,0.2,,0,,0.709,1,0,28854.0,0,,,0,9350,1161,
nlink-2,nlink-opt-2,opt.12,1,gecode,notab,0.172,,0,,0.268,1,0,44094,0,,,,,,22040
nlink-2,nlink-opt-2,opt.12,5,ortools,tabnolim,1.097,0.005,0,,0.119,1,0,,0,,,,,,10
nlink-2,nlink-opt-2,opt.12,5,kissmdd,tabnolim,0.0,0.006,0,,0.359,1,0,668.0,0,,,0,4402,420,
nlink-2,nlink-opt-2,opt.12,3,ortools,tabnolim,3.08,0.113,0,,0.402,1,0,,0,,,,,,10
nlink-2,nlink-opt-2,opt.15,3,kissat,notab,0.19,,0,,0.329,1,0,29423.0,0,,,0,9350,1161,
nlink-2,nlink-opt-2,opt.12,1,minion,tab,0.006806,0.007,0,0.004267,0.161,1,0,511,0,6,0.000335,,,,
nlink-2,nlink-opt-2,opt.15,5,chuffed,tabnolim,0.013,0.168,0,,0.478,1,0,383,0,,,,,,285
nlink-2,nlink-opt-2,opt.15,4,gecode,tab,0.165,0.006,0,,0.258,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.15,1,kissmdd,tabnolim,0.01,0.032,0,,0.297,1,0,4289.0,0,,,0,8314,633,
nlink-2,nlink-opt-2,opt.15,5,kissat,tab,0.01,0.038,0,,0.355,1,0,1694.0,0,,,0,8602,2761,
nlink-2,nlink-opt-2,opt.12,4,chuffed,notab,0.172,,0,,0.354,1,0,2341,0,,,,,,2212
nlink-2,nlink-opt-2,opt.15,3,kissmdd,notab,0.21,,0,,0.401,1,0,29423.0,0,,,0,9350,1161,
nlink-2,nlink-opt-2,opt.12,1,kissat,notab,0.07,,0,,0.31,1,0,9137.0,0,,,0,5091,770,
nlink-2,nlink-opt-2,opt.15,3,kissat,tab,0.0,0.028,0,,0.298,1,0,1694.0,0,,,0,8602,2761,
nlink-2,nlink-opt-2,opt.15,3,gecode,tab,0.208,0.005,0,,0.186,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.15,5,kissat,notab,0.2,,0,,0.393,1,0,30797.0,0,,,0,9350,1161,
nlink-2,nlink-opt-2,opt.15,5,gecode,notab,0.923,,0,,0.184,1,0,236304,0,,,,,,118143
nlink-2,nlink-opt-2,opt.12,3,gecode,notab,0.372,,0,,0.279,1,0,44094,0,,,,,,22040
nlink-2,nlink-opt-2,opt.12,5,ortools,notab,0.204,,0,,0.186,1,0,,0,,,,,,2027
nlink-2,nlink-opt-2,opt.15,2,gecode,tabnolim,0.104,0.007,0,,0.14,1,0,4832,0,,,,,,2405
nlink-2,nlink-opt-2,opt.12,2,ortools,notab,0.247,,0,,0.223,1,0,,0,,,,,,2027
nlink-2,nlink-opt-2,opt.15,4,chuffed,tabnolim,0.012,0.006,0,,0.247,1,0,383,0,,,,,,285
nlink-2,nlink-opt-2,opt.15,3,gecode,notab,1.035,,0,,0.218,1,0,236304,0,,,,,,118143
nlink-2,nlink-opt-2,opt.15,5,chuffed,notab,1.019,,0,,0.212,1,0,9457,0,,,,,,9150
nlink-2,nlink-opt-2,opt.12,5,gecode,tab,0.016,0.005,0,,0.104,1,0,995,0,,,,,,490
nlink-2,nlink-opt-2,opt.12,3,kissmdd,tabnolim,0.0,0.006,0,,0.226,1,0,668.0,0,,,0,4402,420,
nlink-2,nlink-opt-2,opt.15,2,ortools,tab,7.632,0.006,0,,0.338,1,0,,0,,,,,,156
nlink-2,nlink-opt-2,opt.15,1,ortools,notab,3.314,,0,,0.353,1,0,,0,,,,,,2729
nlink-2,nlink-opt-2,opt.15,3,chuffed,tabnolim,0.018,0.006,0,,0.175,1,0,383,0,,,,,,285
nlink-2,nlink-opt-2,opt.15,1,minion,notab,0.360843,,0,0.359921,0.222,1,0,174171,0,7,0.000227,,,,
nlink-2,nlink-opt-2,opt.15,2,chuffed,notab,1.169,,0,,0.297,1,0,9457,0,,,,,,9150
nlink-2,nlink-opt-2,opt.12,3,kissmdd,tab,0.0,0.005,0,,0.204,1,0,668.0,0,,,0,4402,420,
nlink-2,nlink-opt-2,opt.15,5,kissmdd,tab,0.01,0.019,0,,0.397,1,0,4040.0,0,,,0,8314,633,
nlink-2,nlink-opt-2,opt.15,1,kissat,tab,0.01,0.024,0,,0.36,1,0,1694.0,0,,,0,8602,2761,
nlink-2,nlink-opt-2,opt.12,3,gecode,tabnolim,0.02,0.006,0,,0.146,1,0,995,0,,,,,,490
nlink-2,nlink-opt-2,opt.12,3,chuffed,tabnolim,0.006,0.006,0,,0.165,1,0,258,0,,,,,,201
nlink-2,nlink-opt-2,opt.15,5,ortools,tab,6.368,0.006,0,,0.198,1,0,,0,,,,,,156
nlink-2,nlink-opt-2,opt.12,5,minion,notab,0.051005,,0,0.050482,0.187,1,0,28299,0,6,7.7e-05,,,,
